Date,Time_Start,Time_End,Location,Elephant_ID,Behavior,Duration,Food_Type,Heart_Rate,Weather_Condition,Is_Sleeping
23-02-2024,00:28,04:37,near lake,E007,Angry,1.9,No,146,Windy,No
23-02-2024,12:45,13:22,near lake,E011,Sleeping,3.5,No,99,Cloudy,Yes
23-02-2024,01:55,19:13,In lake,E020,Sleeping,5.6,No,93,Windy,Yes
23-02-2024,04:14,08:41,Forest Edge,E013,Sleeping,2.1,No,127,Windy,Yes
24-02-2024,04:36,16:29,Forest Edge,E013,Angry,1.7,No,120,Clear,No
24-02-2024,02:45,20:43,In lake,E013,Angry,1.2,No,124,Cloudy,No
24-02-2024,04:48,12:34,Forest Edge,E013,Eating,14.3,Yes,100,Rain,No
24-02-2024,01:33,16:27,In lake,E008,Sleeping,5.3,No,90,Rain,Yes
24-02-2024,00:32,11:36,In lake,E027,Angry,1.1,No,126,Rain,No
24-02-2024,01:24,17:06,Forest Area,E002,Angry,1.9,No,148,Clear,No
24-02-2024,14:34,16:13,Grassland,E007,Angry,1.5,No,146,Windy,No
24-02-2024,14:51,19:15,Forest Area,E003,Angry,1.2,No,139,Clear,No
24-02-2024,13:22,20:57,In lake,E009,Angry,1,No,132,Windy,No
24-02-2024,09:34,12:16,In lake,E014,Eating,17.7,Yes,82,Rain,No
24-02-2024,00:56,13:47,In lake,E023,Eating,16.7,Yes,95,Rain,No
24-02-2024,07:28,08:09,Forest Area,E022,Sleeping,3.3,No,94,Clear,Yes
24-02-2024,09:25,11:02,Forest Edge,E015,Eating,15.7,Yes,99,Cloudy,No
24-02-2024,11:15,23:54,near lake,E023,Angry,1.6,No,150,Clear,No
24-02-2024,07:36,18:58,near lake,E018,Eating,17.9,Yes,105,Rain,No
24-02-2024,13:22,19:47,near lake,E015,Sleeping,3.8,No,95,Windy,Yes
24-02-2024,02:27,20:02,Forest Area,E002,Sleeping,4.5,No,125,Clear,Yes
24-02-2024,18:04,18:22,near lake,E013,Angry,1.5,No,144,Windy,No
24-02-2024,10:20,21:18,In lake,E021,Eating,16,Yes,110,Cloudy,No
24-02-2024,11:23,23:43,Grassland,E029,Sleeping,4.9,No,115,Windy,Yes
24-02-2024,13:22,19:31,Grassland,E004,Angry,1.1,No,133,Cloudy,No
24-02-2024,09:03,14:03,Forest Edge,E022,Angry,1.5,No,137,Rain,No
24-02-2024,14:15,17:46,near lake,E016,Angry,1.1,No,136,Windy,No
24-02-2024,03:00,06:13,In lake,E003,Eating,16.6,Yes,99,Windy,No
24-02-2024,03:20,11:08,In lake,E011,Sleeping,2.6,No,119,Clear,Yes
24-02-2024,01:41,03:26,Forest Edge,E002,Eating,15.9,Yes,105,Windy,No
24-02-2024,08:51,19:25,near lake,E003,Angry,1.6,No,141,Cloudy,No
24-02-2024,05:38,12:30,near lake,E024,Angry,1.3,No,132,Windy,No
24-02-2024,14:01,14:46,Forest Edge,E019,Angry,1.5,No,148,Rain,No
24-02-2024,01:07,09:22,near lake,E016,Sleeping,4,No,128,Windy,Yes
24-02-2024,00:55,16:30,near lake,E010,Sleeping,3.4,No,108,Windy,Yes
24-02-2024,03:56,21:59,near lake,E004,Angry,1.4,No,134,Cloudy,No
24-02-2024,07:52,20:33,Forest Edge,E006,Angry,1.3,No,143,Rain,No
24-02-2024,03:15,08:38,Forest Area,E022,Sleeping,4.4,No,103,Windy,Yes
24-02-2024,09:24,14:42,Forest Area,E027,Sleeping,3.2,No,101,Rain,Yes
24-02-2024,05:08,14:30,Grassland,E015,Eating,15.3,Yes,106,Windy,No
24-02-2024,09:05,12:22,Grassland,E024,Sleeping,5.6,No,91,Rain,Yes
24-02-2024,11:36,19:15,near lake,E017,Eating,14.2,Yes,104,Clear,No
24-02-2024,10:14,18:14,Forest Area,E020,Sleeping,4.8,No,122,Cloudy,Yes
24-02-2024,19:57,23:10,In lake,E004,Eating,14.4,Yes,91,Cloudy,No
24-02-2024,04:08,07:07,Forest Area,E015,Sleeping,4.7,No,102,Cloudy,Yes
24-02-2024,20:07,21:25,near lake,E025,Eating,15.9,Yes,87,Clear,No
24-02-2024,14:52,21:32,Forest Edge,E015,Sleeping,6,No,115,Clear,Yes
24-02-2024,08:00,17:25,near lake,E003,Angry,1.1,No,137,Clear,No
24-02-2024,03:06,15:42,In lake,E005,Angry,1.5,No,133,Cloudy,No
25-02-2024,08:11,14:40,In lake,E006,Sleeping,5.4,No,112,Windy,Yes
25-02-2024,11:33,17:41,In lake,E023,Angry,1.6,No,145,Windy,No
25-02-2024,09:26,16:08,Grassland,E022,Sleeping,3.3,No,114,Windy,Yes
25-02-2024,14:18,21:05,Forest Edge,E022,Angry,1.2,No,145,Rain,No
25-02-2024,07:07,18:58,Forest Edge,E008,Sleeping,2.2,No,111,Windy,Yes
25-02-2024,09:31,12:03,near lake,E011,Eating,16.6,Yes,90,Windy,No
25-02-2024,05:52,23:59,Forest Edge,E016,Angry,1.2,No,138,Rain,No
25-02-2024,01:26,10:31,Forest Area,E013,Sleeping,4.7,No,96,Cloudy,Yes
25-02-2024,01:48,10:16,Grassland,E002,Sleeping,2.3,No,110,Clear,Yes
25-02-2024,00:49,01:26,Forest Area,E015,Angry,1.3,No,145,Cloudy,No
25-02-2024,02:23,19:45,In lake,E007,Angry,1.9,No,142,Windy,No
25-02-2024,02:41,20:28,Forest Edge,E025,Angry,1.5,No,142,Windy,No
25-02-2024,03:30,08:26,In lake,E022,Angry,1.7,No,127,Cloudy,No
25-02-2024,06:34,11:15,Forest Area,E021,Eating,15.7,Yes,84,Clear,No
25-02-2024,06:34,22:26,Forest Edge,E017,Sleeping,2.2,No,122,Windy,Yes
25-02-2024,07:29,23:52,In lake,E022,Angry,1.9,No,141,Windy,No
25-02-2024,06:00,13:13,Forest Area,E006,Sleeping,5.7,No,113,Windy,Yes
25-02-2024,11:20,13:45,Grassland,E004,Sleeping,3.2,No,126,Rain,Yes
25-02-2024,01:27,22:20,Forest Edge,E004,Sleeping,4.1,No,127,Rain,Yes
25-02-2024,07:09,21:40,near lake,E010,Sleeping,2.5,No,111,Cloudy,Yes
25-02-2024,04:35,14:27,Forest Area,E011,Angry,1.1,No,130,Windy,No
25-02-2024,01:56,04:57,Grassland,E010,Sleeping,4.8,No,124,Windy,Yes
25-02-2024,22:29,22:52,near lake,E004,Sleeping,3.6,No,113,Cloudy,Yes
25-02-2024,12:34,21:11,Grassland,E019,Angry,1.5,No,140,Cloudy,No
25-02-2024,16:10,17:52,near lake,E025,Eating,16.6,Yes,87,Clear,No
25-02-2024,08:33,22:18,near lake,E025,Eating,17.6,Yes,104,Clear,No
25-02-2024,11:49,17:32,Forest Edge,E018,Angry,2,No,133,Windy,No
25-02-2024,02:14,02:49,Forest Edge,E003,Sleeping,5.6,No,118,Windy,Yes
25-02-2024,07:47,19:19,Grassland,E009,Sleeping,2.9,No,127,Clear,Yes
25-02-2024,03:20,06:29,Forest Area,E003,Eating,16.1,Yes,87,Clear,No
25-02-2024,18:59,22:10,Grassland,E010,Angry,1.2,No,120,Rain,No
25-02-2024,15:56,17:17,Grassland,E020,Angry,1.5,No,141,Clear,No
25-02-2024,03:10,09:16,near lake,E007,Angry,1.9,No,135,Rain,No
25-02-2024,10:21,20:14,near lake,E008,Angry,1.9,No,125,Rain,No
25-02-2024,05:26,14:03,Forest Area,E022,Sleeping,4.2,No,129,Rain,Yes
25-02-2024,08:04,09:54,Grassland,E029,Angry,1.9,No,150,Windy,No
25-02-2024,01:46,11:48,In lake,E003,Angry,1.2,No,149,Windy,No
25-02-2024,02:02,18:28,Forest Area,E016,Eating,17.3,Yes,97,Cloudy,No
25-02-2024,10:01,14:21,Forest Area,E009,Eating,16,Yes,81,Windy,No
25-02-2024,03:11,18:15,Forest Area,E003,Sleeping,5.6,No,103,Clear,Yes
25-02-2024,04:07,22:58,Forest Edge,E008,Angry,1.1,No,121,Clear,No
25-02-2024,11:35,13:41,Forest Area,E023,Sleeping,3.3,No,100,Cloudy,Yes
25-02-2024,13:03,20:36,In lake,E001,Eating,17.8,Yes,108,Rain,No
25-02-2024,04:41,11:50,In lake,E019,Eating,16.1,Yes,110,Cloudy,No
25-02-2024,02:47,09:52,near lake,E025,Sleeping,4.8,No,117,Rain,Yes
25-02-2024,14:33,19:30,In lake,E021,Angry,1.2,No,150,Cloudy,No
26-02-2024,06:07,19:01,Forest Edge,E005,Angry,1.7,No,141,Clear,No
26-02-2024,02:20,22:30,Grassland,E016,Angry,1.2,No,129,Windy,No
26-02-2024,03:58,15:43,near lake,E029,Angry,1,No,148,Clear,No
26-02-2024,01:22,01:35,Grassland,E004,Angry,1.4,No,130,Windy,No
26-02-2024,04:05,12:27,Grassland,E015,Sleeping,4,No,121,Clear,Yes
26-02-2024,00:44,03:21,Forest Area,E005,Sleeping,5.5,No,123,Clear,Yes
26-02-2024,02:22,14:14,In lake,E026,Eating,16.5,Yes,99,Cloudy,No
26-02-2024,02:15,17:13,near lake,E002,Angry,1.4,No,124,Clear,No
26-02-2024,11:56,18:09,near lake,E026,Sleeping,5.9,No,119,Clear,Yes
26-02-2024,02:32,20:42,Grassland,E003,Angry,1.5,No,146,Clear,No
26-02-2024,00:28,03:39,In lake,E017,Sleeping,2.5,No,114,Cloudy,Yes
26-02-2024,01:58,17:44,Forest Area,E019,Angry,1.1,No,138,Clear,No
26-02-2024,15:18,22:43,near lake,E024,Angry,1.8,No,144,Windy,No
26-02-2024,20:55,22:34,In lake,E019,Sleeping,6,No,101,Cloudy,Yes
26-02-2024,16:35,20:37,In lake,E015,Angry,1.9,No,145,Windy,No
26-02-2024,05:09,10:59,Forest Edge,E012,Sleeping,2.7,No,118,Clear,Yes
26-02-2024,10:39,13:00,Forest Area,E015,Angry,1.3,No,120,Rain,No
26-02-2024,21:18,23:57,In lake,E022,Sleeping,5.5,No,109,Cloudy,Yes
26-02-2024,06:39,17:30,Grassland,E002,Angry,1,No,122,Rain,No
26-02-2024,22:20,23:59,Forest Edge,E001,Eating,16.8,Yes,93,Windy,No
26-02-2024,06:40,14:13,Grassland,E002,Eating,14.9,Yes,86,Windy,No
26-02-2024,03:29,05:51,In lake,E021,Eating,15,Yes,83,Windy,No
26-02-2024,13:28,23:58,Forest Edge,E004,Eating,15.7,Yes,93,Clear,No
26-02-2024,05:56,06:50,Grassland,E014,Eating,15,Yes,93,Windy,No
26-02-2024,02:01,19:34,In lake,E010,Sleeping,2.1,No,106,Windy,Yes
26-02-2024,00:05,21:57,Forest Edge,E023,Sleeping,2.7,No,116,Windy,Yes
26-02-2024,10:21,13:24,Forest Edge,E007,Eating,15.4,Yes,100,Cloudy,No
26-02-2024,12:13,13:59,In lake,E009,Sleeping,3.1,No,113,Clear,Yes
26-02-2024,20:40,22:11,In lake,E024,Eating,14.5,Yes,93,Cloudy,No
26-02-2024,02:50,07:07,Forest Area,E025,Angry,1.1,No,150,Rain,No
26-02-2024,02:54,10:44,near lake,E026,Sleeping,5.6,No,101,Clear,Yes
26-02-2024,17:07,23:52,Forest Area,E016,Eating,17.2,Yes,107,Cloudy,No
26-02-2024,09:28,18:11,near lake,E029,Sleeping,5.3,No,114,Windy,Yes
26-02-2024,21:16,22:14,Forest Area,E021,Sleeping,3.6,No,107,Cloudy,Yes
26-02-2024,04:53,22:44,Forest Edge,E028,Sleeping,3,No,124,Rain,Yes
26-02-2024,00:09,14:36,near lake,E002,Angry,1.4,No,140,Clear,No
26-02-2024,03:17,05:57,Forest Area,E009,Sleeping,4.5,No,127,Cloudy,Yes
26-02-2024,05:30,22:32,In lake,E006,Sleeping,2.5,No,93,Rain,Yes
26-02-2024,07:19,07:33,Forest Area,E001,Sleeping,2.8,No,103,Cloudy,Yes
26-02-2024,07:37,20:38,In lake,E018,Sleeping,2.6,No,117,Clear,Yes
26-02-2024,14:13,15:50,Forest Edge,E013,Sleeping,5.3,No,93,Cloudy,Yes
26-02-2024,05:31,19:01,In lake,E013,Sleeping,5.7,No,95,Cloudy,Yes
27-02-2024,13:52,20:45,In lake,E023,Sleeping,2.7,No,98,Windy,Yes
27-02-2024,09:39,18:39,Forest Edge,E021,Angry,1.6,No,147,Clear,No
27-02-2024,10:46,15:33,Grassland,E008,Angry,1.3,No,139,Clear,No
27-02-2024,13:58,14:11,Grassland,E010,Eating,16.4,Yes,88,Windy,No
27-02-2024,15:10,16:44,Forest Edge,E015,Sleeping,4.9,No,119,Clear,Yes
27-02-2024,03:50,20:59,Forest Edge,E029,Angry,1.5,No,140,Cloudy,No
27-02-2024,05:32,21:11,near lake,E021,Sleeping,5.8,No,113,Clear,Yes
27-02-2024,00:37,15:05,Forest Edge,E027,Angry,1.8,No,139,Rain,No
27-02-2024,07:40,23:44,Grassland,E028,Angry,1.3,No,132,Clear,No
27-02-2024,01:39,14:46,Forest Edge,E002,Angry,1.4,No,140,Cloudy,No
27-02-2024,03:41,10:59,Forest Area,E025,Eating,14.6,Yes,80,Windy,No
27-02-2024,20:42,23:44,Forest Edge,E007,Angry,1.4,No,148,Clear,No
27-02-2024,00:35,10:40,Forest Edge,E010,Sleeping,4.7,No,110,Windy,Yes
27-02-2024,00:26,16:32,Grassland,E019,Sleeping,3.1,No,111,Rain,Yes
27-02-2024,04:16,22:53,Grassland,E012,Angry,1.6,No,136,Rain,No
27-02-2024,00:10,07:57,Grassland,E016,Angry,1.5,No,144,Windy,No
27-02-2024,13:48,18:39,Grassland,E022,Eating,17.8,Yes,81,Windy,No
27-02-2024,02:00,20:10,Forest Area,E001,Eating,16.8,Yes,107,Clear,No
27-02-2024,10:46,13:16,near lake,E010,Angry,1.1,No,146,Clear,No
27-02-2024,15:16,16:50,Forest Edge,E025,Eating,15,Yes,81,Windy,No
27-02-2024,06:52,14:52,Forest Edge,E010,Eating,16,Yes,108,Cloudy,No
27-02-2024,20:06,20:58,Forest Area,E009,Angry,1.5,No,141,Windy,No
27-02-2024,02:03,10:12,Forest Area,E007,Eating,17.5,Yes,100,Cloudy,No
27-02-2024,05:59,20:25,Grassland,E025,Sleeping,5.9,No,124,Rain,Yes
27-02-2024,01:29,21:26,Forest Edge,E027,Angry,2,No,129,Clear,No
27-02-2024,02:04,08:08,Forest Area,E017,Eating,17.7,Yes,107,Windy,No
27-02-2024,03:30,22:28,Forest Area,E009,Eating,14.5,Yes,95,Rain,No
27-02-2024,12:53,21:37,Forest Edge,E006,Eating,16.5,Yes,107,Clear,No
27-02-2024,02:23,13:49,near lake,E020,Angry,1.9,No,131,Windy,No
27-02-2024,13:08,16:17,Forest Edge,E025,Angry,1.4,No,139,Clear,No
27-02-2024,12:42,17:12,near lake,E012,Angry,1.4,No,135,Cloudy,No
27-02-2024,04:04,22:45,near lake,E003,Eating,17.4,Yes,88,Rain,No
27-02-2024,04:44,07:11,Forest Area,E019,Sleeping,3.7,No,109,Windy,Yes
27-02-2024,05:35,20:59,Forest Edge,E006,Sleeping,4.6,No,104,Cloudy,Yes
27-02-2024,13:16,23:14,Forest Edge,E003,Sleeping,5,No,127,Clear,Yes
27-02-2024,07:22,19:51,Forest Edge,E019,Sleeping,3,No,114,Rain,Yes
27-02-2024,07:48,12:50,near lake,E003,Angry,1.7,No,132,Windy,No
27-02-2024,17:46,20:26,Grassland,E020,Sleeping,2.3,No,104,Windy,Yes
27-02-2024,04:54,10:24,Forest Area,E023,Eating,17.4,Yes,98,Cloudy,No
27-02-2024,07:44,21:37,Forest Area,E021,Eating,17.7,Yes,95,Windy,No
27-02-2024,00:59,16:32,Forest Area,E011,Angry,1.6,No,128,Cloudy,No
27-02-2024,17:04,22:54,In lake,E003,Eating,14.2,Yes,82,Windy,No
27-02-2024,12:41,19:40,Forest Area,E013,Sleeping,4.3,No,126,Rain,Yes
27-02-2024,00:55,18:45,Forest Edge,E012,Eating,14.4,Yes,109,Cloudy,No
27-02-2024,08:44,18:28,Forest Edge,E021,Eating,16.2,Yes,85,Windy,No
27-02-2024,04:03,15:54,Forest Area,E001,Angry,1.5,No,139,Cloudy,No
27-02-2024,06:22,14:41,Grassland,E014,Sleeping,5.9,No,103,Windy,Yes
27-02-2024,17:14,22:30,Grassland,E029,Eating,14.2,Yes,80,Rain,No
27-02-2024,08:16,23:05,Grassland,E007,Sleeping,3.7,No,110,Windy,Yes
27-02-2024,05:36,06:54,Grassland,E002,Sleeping,2.5,No,93,Cloudy,Yes
27-02-2024,02:17,20:30,Grassland,E026,Sleeping,4.7,No,125,Clear,Yes
28-02-2024,17:13,21:52,Forest Edge,E004,Angry,1.7,No,120,Clear,No
28-02-2024,06:49,21:27,Forest Edge,E008,Sleeping,2.7,No,121,Rain,Yes
28-02-2024,02:03,15:14,Grassland,E025,Eating,16.8,Yes,91,Windy,No
28-02-2024,09:14,21:15,near lake,E002,Angry,1.4,No,138,Clear,No
28-02-2024,03:57,18:06,near lake,E008,Sleeping,4.3,No,90,Rain,Yes
28-02-2024,10:30,20:48,In lake,E006,Eating,17.7,Yes,97,Clear,No
28-02-2024,02:11,03:50,Forest Area,E002,Angry,1.1,No,121,Rain,No
28-02-2024,02:56,12:51,Forest Edge,E009,Eating,16.7,Yes,107,Clear,No
28-02-2024,11:09,17:58,In lake,E017,Angry,1.9,No,123,Cloudy,No
28-02-2024,13:22,20:21,Forest Edge,E003,Sleeping,4.3,No,114,Windy,Yes
28-02-2024,03:51,20:26,Forest Area,E001,Sleeping,4.1,No,95,Windy,Yes
28-02-2024,14:37,21:11,Grassland,E007,Angry,1.6,No,138,Rain,No
28-02-2024,04:46,08:29,In lake,E018,Sleeping,5.1,No,108,Cloudy,Yes
28-02-2024,12:18,22:59,In lake,E012,Eating,16.8,Yes,86,Clear,No
28-02-2024,08:50,20:49,Forest Area,E012,Angry,1.2,No,146,Windy,No
28-02-2024,03:06,23:32,In lake,E009,Sleeping,4.3,No,98,Cloudy,Yes
28-02-2024,06:13,16:34,Forest Edge,E025,Eating,14.7,Yes,99,Rain,No
28-02-2024,07:33,20:47,Forest Area,E026,Angry,1.4,No,137,Windy,No
28-02-2024,01:19,08:50,In lake,E029,Angry,1.8,No,126,Clear,No
28-02-2024,02:50,23:03,Forest Edge,E008,Sleeping,5.2,No,108,Clear,Yes
28-02-2024,02:56,08:13,Forest Area,E020,Eating,14.6,Yes,92,Windy,No
28-02-2024,06:25,17:14,near lake,E002,Angry,1.9,No,138,Windy,No
28-02-2024,08:48,09:59,near lake,E029,Angry,1.2,No,123,Rain,No
28-02-2024,14:43,18:47,Grassland,E003,Eating,15.4,Yes,90,Windy,No
28-02-2024,05:15,12:56,near lake,E024,Eating,14.5,Yes,109,Clear,No
28-02-2024,07:49,13:31,Grassland,E028,Angry,1.7,No,133,Rain,No
28-02-2024,13:42,19:57,Forest Area,E015,Angry,1,No,150,Cloudy,No
28-02-2024,04:49,11:22,In lake,E021,Eating,16.7,Yes,104,Windy,No
28-02-2024,00:39,11:17,Grassland,E009,Eating,14.3,Yes,105,Rain,No
28-02-2024,11:58,16:07,Forest Edge,E015,Sleeping,3.3,No,127,Windy,Yes
28-02-2024,01:21,21:54,Forest Area,E015,Sleeping,2.7,No,90,Rain,Yes
28-02-2024,14:01,18:47,Grassland,E004,Angry,1.1,No,122,Windy,No
28-02-2024,17:31,20:54,Forest Area,E026,Eating,15.7,Yes,82,Clear,No
28-02-2024,17:17,21:48,Forest Edge,E012,Eating,14,Yes,95,Clear,No
28-02-2024,00:14,20:15,near lake,E008,Eating,17.9,Yes,82,Cloudy,No
28-02-2024,08:18,09:18,near lake,E013,Eating,15.2,Yes,94,Clear,No
28-02-2024,01:05,23:55,Forest Edge,E026,Angry,1.6,No,131,Windy,No
28-02-2024,00:45,20:36,Forest Area,E016,Sleeping,5.4,No,113,Clear,Yes
28-02-2024,00:53,03:55,Forest Edge,E004,Sleeping,3.7,No,95,Windy,Yes
28-02-2024,00:28,01:54,Grassland,E013,Sleeping,5.6,No,122,Windy,Yes
28-02-2024,06:06,08:26,In lake,E003,Eating,15.2,Yes,95,Rain,No
28-02-2024,17:24,20:08,Forest Area,E023,Eating,16.4,Yes,100,Cloudy,No
29-02-2024,12:45,17:09,Grassland,E016,Angry,2,No,142,Clear,No
29-02-2024,08:46,18:13,near lake,E018,Angry,1.2,No,136,Cloudy,No
29-02-2024,00:54,12:02,In lake,E029,Angry,1.5,No,141,Rain,No
29-02-2024,03:39,05:32,In lake,E009,Eating,15.6,Yes,99,Windy,No
29-02-2024,05:27,22:52,In lake,E019,Angry,1,No,149,Clear,No
29-02-2024,03:04,18:15,Grassland,E011,Eating,16.2,Yes,90,Windy,No
29-02-2024,07:53,10:49,Forest Area,E028,Eating,14.1,Yes,105,Windy,No
29-02-2024,05:09,17:20,Forest Edge,E002,Eating,16.6,Yes,106,Windy,No
29-02-2024,03:13,04:04,Forest Area,E019,Eating,15.4,Yes,86,Clear,No
29-02-2024,02:40,09:15,Forest Edge,E022,Sleeping,3.2,No,97,Windy,Yes
29-02-2024,01:09,07:28,Forest Edge,E017,Eating,14.5,Yes,102,Cloudy,No
29-02-2024,11:18,17:10,near lake,E001,Eating,16.5,Yes,104,Clear,No
29-02-2024,04:53,12:09,Grassland,E021,Sleeping,5,No,95,Clear,Yes
29-02-2024,01:08,22:46,Forest Area,E017,Sleeping,2.8,No,101,Clear,Yes
29-02-2024,03:27,04:15,Forest Area,E010,Sleeping,4.5,No,111,Clear,Yes
29-02-2024,12:08,12:36,Grassland,E029,Eating,16.6,Yes,108,Clear,No
29-02-2024,06:20,17:05,near lake,E020,Angry,1.8,No,148,Rain,No
29-02-2024,01:01,13:57,Forest Edge,E007,Eating,16.6,Yes,83,Windy,No
29-02-2024,01:43,01:48,Forest Edge,E026,Angry,1.2,No,137,Cloudy,No
29-02-2024,11:15,13:17,Forest Edge,E019,Angry,1.6,No,145,Windy,No
29-02-2024,00:44,06:42,Forest Area,E022,Sleeping,3,No,112,Windy,Yes
29-02-2024,02:13,18:02,Forest Area,E003,Sleeping,3.1,No,112,Windy,Yes
29-02-2024,04:12,22:27,near lake,E002,Sleeping,6,No,90,Windy,Yes
29-02-2024,01:45,18:39,Grassland,E010,Sleeping,4.3,No,95,Clear,Yes
29-02-2024,13:26,19:28,Grassland,E017,Eating,16.5,Yes,109,Cloudy,No
29-02-2024,03:58,17:57,near lake,E021,Sleeping,3.2,No,121,Clear,Yes
29-02-2024,01:07,08:20,In lake,E016,Sleeping,5.8,No,115,Cloudy,Yes
29-02-2024,00:53,09:05,In lake,E020,Sleeping,2.3,No,93,Clear,Yes
29-02-2024,04:00,11:56,Forest Area,E014,Sleeping,6,No,98,Windy,Yes
29-02-2024,02:04,02:25,Forest Area,E001,Eating,16.5,Yes,103,Windy,No
29-02-2024,17:34,18:00,In lake,E006,Eating,16.5,Yes,97,Windy,No
29-02-2024,12:58,18:47,Grassland,E025,Angry,1.7,No,148,Clear,No
29-02-2024,00:30,04:29,In lake,E016,Angry,1.2,No,141,Windy,No
29-02-2024,02:58,12:58,Forest Edge,E025,Sleeping,5,No,99,Cloudy,Yes
29-02-2024,13:52,16:53,near lake,E024,Eating,17.1,Yes,104,Clear,No
29-02-2024,09:15,13:35,In lake,E018,Sleeping,2.7,No,91,Cloudy,Yes
29-02-2024,17:10,18:15,Grassland,E007,Eating,15.9,Yes,105,Windy,No
29-02-2024,10:32,17:53,Forest Edge,E025,Angry,1.6,No,149,Cloudy,No
29-02-2024,09:57,13:06,Grassland,E025,Sleeping,5.8,No,120,Rain,Yes
29-02-2024,06:40,10:19,near lake,E018,Angry,1.2,No,132,Rain,No
29-02-2024,00:32,05:18,In lake,E017,Angry,1.5,No,123,Cloudy,No
01-03-2024,02:46,09:17,Forest Area,E008,Angry,1.3,No,130,Cloudy,No
01-03-2024,00:31,18:20,Forest Edge,E016,Eating,17.1,Yes,84,Rain,No
01-03-2024,07:06,13:13,Grassland,E027,Eating,14.8,Yes,106,Windy,No
01-03-2024,04:02,21:47,Grassland,E024,Angry,1.8,No,147,Cloudy,No
01-03-2024,03:59,15:17,Forest Area,E017,Sleeping,5.3,No,102,Windy,Yes
01-03-2024,02:08,16:51,Grassland,E006,Eating,17.4,Yes,84,Rain,No
01-03-2024,15:26,20:25,Grassland,E011,Sleeping,3.2,No,125,Clear,Yes
01-03-2024,01:10,09:35,In lake,E021,Sleeping,4.5,No,90,Cloudy,Yes
01-03-2024,04:26,20:03,Forest Area,E019,Sleeping,5.3,No,93,Cloudy,Yes
01-03-2024,10:52,11:15,Grassland,E017,Angry,1.5,No,132,Windy,No
01-03-2024,03:33,19:32,Grassland,E001,Sleeping,4.3,No,119,Rain,Yes
01-03-2024,04:41,05:17,near lake,E021,Angry,1.8,No,124,Windy,No
01-03-2024,15:05,20:05,Grassland,E002,Sleeping,5.3,No,127,Cloudy,Yes
01-03-2024,10:29,12:24,In lake,E005,Eating,16.1,Yes,107,Windy,No
01-03-2024,09:17,13:23,Forest Area,E015,Angry,1.4,No,128,Rain,No
01-03-2024,19:11,23:37,In lake,E026,Sleeping,2.6,No,114,Rain,Yes
01-03-2024,14:45,16:17,near lake,E021,Eating,16.2,Yes,105,Cloudy,No
01-03-2024,07:00,21:58,Forest Edge,E006,Sleeping,4.7,No,118,Rain,Yes
01-03-2024,00:23,14:11,Forest Area,E012,Eating,17.8,Yes,89,Rain,No
01-03-2024,07:48,11:59,near lake,E022,Sleeping,3.8,No,125,Rain,Yes
01-03-2024,13:41,22:10,Forest Area,E005,Sleeping,2.7,No,118,Rain,Yes
01-03-2024,03:39,07:27,Forest Edge,E002,Sleeping,5,No,126,Cloudy,Yes
01-03-2024,06:29,14:32,Forest Edge,E002,Eating,17.1,Yes,88,Cloudy,No
01-03-2024,22:20,23:36,near lake,E009,Angry,1.3,No,126,Clear,No
01-03-2024,07:58,15:31,In lake,E025,Eating,16.8,Yes,89,Clear,No
01-03-2024,09:50,12:29,near lake,E007,Angry,1.4,No,131,Windy,No
01-03-2024,20:41,22:11,In lake,E008,Sleeping,4.6,No,96,Clear,Yes
01-03-2024,08:13,23:57,Forest Area,E016,Eating,15.6,Yes,99,Clear,No
01-03-2024,05:25,20:41,Forest Edge,E013,Eating,17.7,Yes,105,Rain,No
01-03-2024,09:58,17:58,near lake,E015,Sleeping,2.6,No,127,Windy,Yes
01-03-2024,02:02,03:22,Forest Area,E010,Sleeping,5.7,No,97,Clear,Yes
01-03-2024,03:22,20:41,Forest Area,E007,Sleeping,2.4,No,92,Windy,Yes
01-03-2024,01:23,06:56,Forest Edge,E027,Angry,1.7,No,148,Cloudy,No
01-03-2024,02:45,15:50,In lake,E014,Sleeping,5.6,No,91,Clear,Yes
01-03-2024,15:22,20:46,Grassland,E002,Eating,14.7,Yes,87,Rain,No
01-03-2024,05:47,11:02,Forest Edge,E025,Eating,14.6,Yes,99,Rain,No
01-03-2024,16:56,20:42,Grassland,E023,Angry,1.7,No,128,Clear,No
01-03-2024,04:21,13:21,Grassland,E010,Eating,16.4,Yes,106,Rain,No
01-03-2024,13:40,16:23,Forest Area,E016,Eating,17.1,Yes,85,Windy,No
01-03-2024,06:21,23:02,Forest Edge,E010,Eating,16,Yes,88,Rain,No
01-03-2024,02:30,20:24,In lake,E009,Sleeping,5.1,No,108,Windy,Yes
01-03-2024,12:47,13:33,In lake,E003,Angry,1.2,No,149,Cloudy,No
01-03-2024,16:35,22:49,In lake,E027,Sleeping,5.8,No,97,Rain,Yes
01-03-2024,05:34,21:22,near lake,E026,Sleeping,4.9,No,93,Clear,Yes
01-03-2024,02:43,10:54,Grassland,E027,Angry,1.5,No,122,Clear,No
01-03-2024,21:56,23:02,In lake,E021,Eating,15.1,Yes,89,Rain,No
01-03-2024,14:29,15:45,Grassland,E016,Angry,1.4,No,125,Rain,No
01-03-2024,04:23,06:21,Grassland,E014,Sleeping,5.8,No,96,Cloudy,Yes
